id,aspect_ratio,energy,orientation,overhang,status,wwr,glass_id,request_id,slave_id
215460,4,108,0,45,completed,0.8,106,10,10
215461,4,142,0,1,completed,0.8,107,10,10
215462,4,140,0,12,completed,0.8,107,10,10
215463,4,138,0,23,completed,0.8,107,10,10
215464,4,136,0,34,completed,0.8,107,10,10
215465,4,133,0,45,completed,0.8,107,10,10
215466,4,114,0,1,completed,0.8,104,10,10
215467,4,113,0,12,completed,0.8,104,10,10
215468,4,112,0,23,completed,0.8,104,10,10
215469,4,111,0,34,completed,0.8,104,10,10
215470,4,110,0,45,completed,0.8,104,10,10
215471,4,130,0,1,completed,0.8,103,10,10
215472,4,129,0,12,completed,0.8,103,10,10
215473,4,127,0,23,completed,0.8,103,10,10
215474,4,125,0,34,completed,0.8,103,10,10
215475,4,123,0,45,completed,0.8,103,10,10
215476,4,139,0,1,completed,0.8,105,10,10
215477,4,138,0,12,completed,0.8,105,10,10
215478,4,136,0,23,completed,0.8,105,10,10
215479,4,133,0,34,completed,0.8,105,10,10
215480,4,130,0,45,completed,0.8,105,10,10
215481,5,115,0,1,completed,0.8,108,10,10
215482,5,114,0,12,completed,0.8,108,10,10
215483,5,113,0,23,completed,0.8,108,10,10
215484,5,112,0,34,completed,0.8,108,10,10
215485,5,111,0,45,completed,0.8,108,10,10
215486,5,113,0,1,completed,0.8,106,10,10
215487,5,113,0,12,completed,0.8,106,10,10
215488,5,112,0,23,completed,0.8,106,10,10
215489,5,111,0,34,completed,0.8,106,10,10
215490,5,109,0,45,completed,0.8,106,10,10
215491,5,146,0,1,completed,0.8,107,10,10
215492,5,144,0,12,completed,0.8,107,10,10
215493,5,142,0,23,completed,0.8,107,10,10
215494,5,139,0,34,completed,0.8,107,10,10
215495,5,136,0,45,completed,0.8,107,10,10
215496,5,115,0,1,completed,0.8,104,10,10
215497,5,114,0,12,completed,0.8,104,10,10
215498,5,113,0,23,completed,0.8,104,10,10
215499,5,112,0,34,completed,0.8,104,10,10
215500,5,111,0,45,completed,0.8,104,10,10
215501,5,133,0,1,completed,0.8,103,10,10
215502,5,131,0,12,completed,0.8,103,10,10
215503,5,129,0,23,completed,0.8,103,10,10
215504,5,127,0,34,completed,0.8,103,10,10
215505,5,125,0,45,completed,0.8,103,10,10
215506,5,143,0,1,completed,0.8,105,10,10
215507,5,141,0,12,completed,0.8,105,10,10
215508,5,139,0,23,completed,0.8,105,10,10
215509,5,136,0,34,completed,0.8,105,10,10
215510,5,133,0,45,completed,0.8,105,10,11
215511,1,102,45,1,completed,0.1,108,10,11
215512,1,102,45,12,completed,0.1,108,10,11
215513,1,102,45,23,completed,0.1,108,10,11
215514,1,102,45,34,completed,0.1,108,10,11
215515,1,102,45,45,completed,0.1,108,10,11
215516,1,102,45,1,completed,0.1,106,10,11
215517,1,102,45,12,completed,0.1,106,10,11
215518,1,102,45,23,completed,0.1,106,10,11
215519,1,102,45,34,completed,0.1,106,10,11
215520,1,101,45,45,completed,0.1,106,10,11
215521,1,107,45,1,completed,0.1,107,10,11
215522,1,106,45,12,completed,0.1,107,10,11
215523,1,106,45,23,completed,0.1,107,10,11
215524,1,105,45,34,completed,0.1,107,10,11
215525,1,105,45,45,completed,0.1,107,10,11
215526,1,102,45,1,completed,0.1,104,10,11
215527,1,102,45,12,completed,0.1,104,10,11
215528,1,102,45,23,completed,0.1,104,10,11
215529,1,102,45,34,completed,0.1,104,10,11
215530,1,102,45,45,completed,0.1,104,10,11
215531,1,105,45,1,completed,0.1,103,10,11
215532,1,105,45,12,completed,0.1,103,10,11
215533,1,104,45,23,completed,0.1,103,10,11
215534,1,104,45,34,completed,0.1,103,10,11
215535,1,103,45,45,completed,0.1,103,10,11
215536,1,106,45,1,completed,0.1,105,10,11
215537,1,106,45,12,completed,0.1,105,10,11
215538,1,105,45,23,completed,0.1,105,10,11
215539,1,105,45,34,completed,0.1,105,10,11
215540,1,104,45,45,completed,0.1,105,10,11
215541,2,103,45,1,completed,0.1,108,10,11
215542,2,102,45,12,completed,0.1,108,10,11
215543,2,102,45,23,completed,0.1,108,10,11
215544,2,102,45,34,completed,0.1,108,10,11
215545,2,102,45,45,completed,0.1,108,10,11
215546,2,102,45,1,completed,0.1,106,10,11
215547,2,102,45,12,completed,0.1,106,10,11
215548,2,102,45,23,completed,0.1,106,10,11
215549,2,102,45,34,completed,0.1,106,10,11
215550,2,102,45,45,completed,0.1,106,10,11
215551,2,108,45,1,completed,0.1,107,10,11
215552,2,107,45,12,completed,0.1,107,10,11
215553,2,106,45,23,completed,0.1,107,10,11
215554,2,106,45,34,completed,0.1,107,10,11
215555,2,105,45,45,completed,0.1,107,10,11
215556,2,103,45,1,completed,0.1,104,10,11
215557,2,102,45,12,completed,0.1,104,10,11
215558,2,102,45,23,completed,0.1,104,10,11
215559,2,102,45,34,completed,0.1,104,10,11
215560,2,102,45,45,completed,0.1,104,10,11
215561,2,106,45,1,completed,0.1,103,10,11
215562,2,105,45,12,completed,0.1,103,10,11
215563,2,105,45,23,completed,0.1,103,10,11
215564,2,104,45,34,completed,0.1,103,10,11
215565,2,104,45,45,completed,0.1,103,10,11
215566,2,107,45,1,completed,0.1,105,10,11
215567,2,106,45,12,completed,0.1,105,10,11
215568,2,106,45,23,completed,0.1,105,10,11
215569,2,105,45,34,completed,0.1,105,10,11
215570,2,105,45,45,completed,0.1,105,10,11
215571,3,103,45,1,completed,0.1,108,10,11
215572,3,103,45,12,completed,0.1,108,10,11
215573,3,103,45,23,completed,0.1,108,10,11
215574,3,102,45,34,completed,0.1,108,10,11
215575,3,102,45,45,completed,0.1,108,10,11
215576,3,103,45,1,completed,0.1,106,10,11
215577,3,103,45,12,completed,0.1,106,10,11
215578,3,103,45,23,completed,0.1,106,10,11
215579,3,102,45,34,completed,0.1,106,10,11
215580,3,102,45,45,completed,0.1,106,10,11
215581,3,109,45,1,completed,0.1,107,10,11
215582,3,108,45,12,completed,0.1,107,10,11
215583,3,107,45,23,completed,0.1,107,10,11
215584,3,106,45,34,completed,0.1,107,10,11
215585,3,106,45,45,completed,0.1,107,10,11
215586,3,103,45,1,completed,0.1,104,10,11
215587,3,103,45,12,completed,0.1,104,10,11
215588,3,103,45,23,completed,0.1,104,10,11
215589,3,103,45,34,completed,0.1,104,10,11
215590,3,102,45,45,completed,0.1,104,10,11
215591,3,106,45,1,completed,0.1,103,10,11
215592,3,106,45,12,completed,0.1,103,10,11
215593,3,105,45,23,completed,0.1,103,10,11
215594,3,105,45,34,completed,0.1,103,10,11
215595,3,104,45,45,completed,0.1,103,10,11
215596,3,108,45,1,completed,0.1,105,10,11
215597,3,107,45,12,completed,0.1,105,10,11
215598,3,107,45,23,completed,0.1,105,10,11
215599,3,106,45,34,completed,0.1,105,10,11
215600,3,106,45,45,completed,0.1,105,10,11
215601,4,104,45,1,completed,0.1,108,10,11
215602,4,103,45,12,completed,0.1,108,10,11
215603,4,103,45,23,completed,0.1,108,10,11
215604,4,103,45,34,completed,0.1,108,10,11
215605,4,103,45,45,completed,0.1,108,10,11
215606,4,103,45,1,completed,0.1,106,10,11
215607,4,103,45,12,completed,0.1,106,10,11
215608,4,103,45,23,completed,0.1,106,10,11
215609,4,103,45,34,completed,0.1,106,10,11
215610,4,103,45,45,completed,0.1,106,10,11
215611,4,110,45,1,completed,0.1,107,10,11
215612,4,109,45,12,completed,0.1,107,10,11
215613,4,108,45,23,completed,0.1,107,10,11
215614,4,107,45,34,completed,0.1,107,10,11
215615,4,107,45,45,completed,0.1,107,10,11
215616,4,104,45,1,completed,0.1,104,10,11
215617,4,104,45,12,completed,0.1,104,10,11
215618,4,103,45,23,completed,0.1,104,10,11
215619,4,103,45,34,completed,0.1,104,10,11
215620,4,103,45,45,completed,0.1,104,10,11
215621,4,107,45,1,completed,0.1,103,10,11
215622,4,107,45,12,completed,0.1,103,10,11
215623,4,106,45,23,completed,0.1,103,10,11
215624,4,105,45,34,completed,0.1,103,10,11
215625,4,105,45,45,completed,0.1,103,10,11
215626,4,109,45,1,completed,0.1,105,10,11
215627,4,108,45,12,completed,0.1,105,10,11
215628,4,107,45,23,completed,0.1,105,10,11
215629,4,107,45,34,completed,0.1,105,10,11
215630,4,106,45,45,completed,0.1,105,10,12
215631,5,104,45,1,completed,0.1,108,10,12
215632,5,104,45,12,completed,0.1,108,10,12
215633,5,104,45,23,completed,0.1,108,10,12
215634,5,104,45,34,completed,0.1,108,10,12
215635,5,104,45,45,completed,0.1,108,10,12
215636,5,104,45,1,completed,0.1,106,10,12
215637,5,104,45,12,completed,0.1,106,10,12
215638,5,104,45,23,completed,0.1,106,10,12
215639,5,104,45,34,completed,0.1,106,10,12
215640,5,103,45,45,completed,0.1,106,10,12
215641,5,111,45,1,completed,0.1,107,10,12
215642,5,110,45,12,completed,0.1,107,10,12
215643,5,109,45,23,completed,0.1,107,10,12
215644,5,108,45,34,completed,0.1,107,10,12
215645,5,108,45,45,completed,0.1,107,10,12
215646,5,104,45,1,completed,0.1,104,10,12
215647,5,104,45,12,completed,0.1,104,10,12
215648,5,104,45,23,completed,0.1,104,10,12
215649,5,104,45,34,completed,0.1,104,10,12
215650,5,104,45,45,completed,0.1,104,10,12
215651,5,108,45,1,completed,0.1,103,10,12
215652,5,107,45,12,completed,0.1,103,10,12
215653,5,107,45,23,completed,0.1,103,10,12
215654,5,106,45,34,completed,0.1,103,10,12
215655,5,106,45,45,completed,0.1,103,10,12
215656,5,110,45,1,completed,0.1,105,10,12
215657,5,109,45,12,completed,0.1,105,10,12
215658,5,108,45,23,completed,0.1,105,10,12
215659,5,108,45,34,completed,0.1,105,10,12
215660,5,107,45,45,completed,0.1,105,10,12
215661,1,104,45,1,completed,0.2,108,10,12
215662,1,103,45,12,completed,0.2,108,10,12
215663,1,103,45,23,completed,0.2,108,10,12
215664,1,103,45,34,completed,0.2,108,10,12
215665,1,102,45,45,completed,0.2,108,10,12
215666,1,103,45,1,completed,0.2,106,10,12
215667,1,103,45,12,completed,0.2,106,10,12
215668,1,103,45,23,completed,0.2,106,10,12
215669,1,102,45,34,completed,0.2,106,10,12
215670,1,102,45,45,completed,0.2,106,10,12
215671,1,112,45,1,completed,0.2,107,10,12
215672,1,111,45,12,completed,0.2,107,10,12
215673,1,110,45,23,completed,0.2,107,10,12
215674,1,109,45,34,completed,0.2,107,10,12
215675,1,108,45,45,completed,0.2,107,10,12
215676,1,104,45,1,completed,0.2,104,10,12
215677,1,103,45,12,completed,0.2,104,10,12
215678,1,103,45,23,completed,0.2,104,10,12
215679,1,103,45,34,completed,0.2,104,10,12
215680,1,102,45,45,completed,0.2,104,10,12
215681,1,109,45,1,completed,0.2,103,10,12
215682,1,108,45,12,completed,0.2,103,10,12
215683,1,107,45,23,completed,0.2,103,10,12
215684,1,106,45,34,completed,0.2,103,10,12
215685,1,105,45,45,completed,0.2,103,10,12
215686,1,111,45,1,completed,0.2,105,10,12
215687,1,110,45,12,completed,0.2,105,10,12
215688,1,109,45,23,completed,0.2,105,10,12
215689,1,108,45,34,completed,0.2,105,10,12
215690,1,107,45,45,completed,0.2,105,10,12
215691,2,104,45,1,completed,0.2,108,10,12
215692,2,104,45,12,completed,0.2,108,10,12
215693,2,103,45,23,completed,0.2,108,10,12
215694,2,103,45,34,completed,0.2,108,10,12
215695,2,103,45,45,completed,0.2,108,10,12
215696,2,103,45,1,completed,0.2,106,10,12
215697,2,103,45,12,completed,0.2,106,10,12
215698,2,103,45,23,completed,0.2,106,10,12
215699,2,103,45,34,completed,0.2,106,10,12
215700,2,102,45,45,completed,0.2,106,10,12
215701,2,113,45,1,completed,0.2,107,10,12
215702,2,112,45,12,completed,0.2,107,10,12
215703,2,111,45,23,completed,0.2,107,10,12
215704,2,110,45,34,completed,0.2,107,10,12
215705,2,109,45,45,completed,0.2,107,10,12
215706,2,104,45,1,completed,0.2,104,10,12
215707,2,104,45,12,completed,0.2,104,10,12
215708,2,103,45,23,completed,0.2,104,10,12
215709,2,103,45,34,completed,0.2,104,10,12
215710,2,103,45,45,completed,0.2,104,10,12
215711,2,110,45,1,completed,0.2,103,10,12
215712,2,109,45,12,completed,0.2,103,10,12
215713,2,108,45,23,completed,0.2,103,10,12
215714,2,107,45,34,completed,0.2,103,10,12
215715,2,106,45,45,completed,0.2,103,10,12
215716,2,112,45,1,completed,0.2,105,10,12
215717,2,111,45,12,completed,0.2,105,10,12
215718,2,110,45,23,completed,0.2,105,10,12
215719,2,109,45,34,completed,0.2,105,10,12
215720,2,108,45,45,completed,0.2,105,10,12
215721,3,105,45,1,completed,0.2,108,10,12
215722,3,104,45,12,completed,0.2,108,10,12
215723,3,104,45,23,completed,0.2,108,10,12
215724,3,104,45,34,completed,0.2,108,10,12
215725,3,103,45,45,completed,0.2,108,10,12
215726,3,104,45,1,completed,0.2,106,10,12
215727,3,104,45,12,completed,0.2,106,10,12
215728,3,103,45,23,completed,0.2,106,10,12
215729,3,103,45,34,completed,0.2,106,10,12
215730,3,103,45,45,completed,0.2,106,10,12
215731,3,114,45,1,completed,0.2,107,10,12
215732,3,113,45,12,completed,0.2,107,10,12
215733,3,112,45,23,completed,0.2,107,10,12
215734,3,111,45,34,completed,0.2,107,10,12
215735,3,110,45,45,completed,0.2,107,10,12
215736,3,105,45,1,completed,0.2,104,10,12
215737,3,104,45,12,completed,0.2,104,10,12
215738,3,104,45,23,completed,0.2,104,10,12
215739,3,104,45,34,completed,0.2,104,10,12
215740,3,103,45,45,completed,0.2,104,10,12
215741,3,111,45,1,completed,0.2,103,10,12
215742,3,110,45,12,completed,0.2,103,10,12
215743,3,109,45,23,completed,0.2,103,10,12
215744,3,108,45,34,completed,0.2,103,10,12
215745,3,107,45,45,completed,0.2,103,10,12
215746,3,113,45,1,completed,0.2,105,10,12
215747,3,112,45,12,completed,0.2,105,10,12
215748,3,111,45,23,completed,0.2,105,10,12
215749,3,110,45,34,completed,0.2,105,10,12
215750,3,109,45,45,completed,0.2,105,10,13
215751,4,105,45,1,completed,0.2,108,10,13
215752,4,105,45,12,completed,0.2,108,10,13
215753,4,105,45,23,completed,0.2,108,10,13
215754,4,104,45,34,completed,0.2,108,10,13
215755,4,104,45,45,completed,0.2,108,10,13
215756,4,105,45,1,completed,0.2,106,10,13
215757,4,104,45,12,completed,0.2,106,10,13
215758,4,104,45,23,completed,0.2,106,10,13
215759,4,104,45,34,completed,0.2,106,10,13
215760,4,103,45,45,completed,0.2,106,10,13
215761,4,116,45,1,completed,0.2,107,10,13
215762,4,115,45,12,completed,0.2,107,10,13
215763,4,114,45,23,completed,0.2,107,10,13
215764,4,112,45,34,completed,0.2,107,10,13
215765,4,111,45,45,completed,0.2,107,10,13
215766,4,105,45,1,completed,0.2,104,10,13
215767,4,105,45,12,completed,0.2,104,10,13
215768,4,105,45,23,completed,0.2,104,10,13
215769,4,104,45,34,completed,0.2,104,10,13
215770,4,104,45,45,completed,0.2,104,10,13
215771,4,112,45,1,completed,0.2,103,10,13
215772,4,111,45,12,completed,0.2,103,10,13
215773,4,110,45,23,completed,0.2,103,10,13
215774,4,109,45,34,completed,0.2,103,10,13
215775,4,108,45,45,completed,0.2,103,10,13
215776,4,114,45,1,completed,0.2,105,10,13
215777,4,113,45,12,completed,0.2,105,10,13
215778,4,112,45,23,completed,0.2,105,10,13
215779,4,111,45,34,completed,0.2,105,10,13
215780,4,111,45,45,completed,0.2,105,10,13
215781,5,106,45,1,completed,0.2,108,10,13
215782,5,106,45,12,completed,0.2,108,10,13
215783,5,105,45,23,completed,0.2,108,10,13
215784,5,105,45,34,completed,0.2,108,10,13
215785,5,105,45,45,completed,0.2,108,10,13
215786,5,105,45,1,completed,0.2,106,10,13
215787,5,105,45,12,completed,0.2,106,10,13
215788,5,105,45,23,completed,0.2,106,10,13
215789,5,104,45,34,completed,0.2,106,10,13
215790,5,104,45,45,completed,0.2,106,10,13
215791,5,117,45,1,completed,0.2,107,10,13
215792,5,116,45,12,completed,0.2,107,10,13
215793,5,115,45,23,completed,0.2,107,10,13
215794,5,114,45,34,completed,0.2,107,10,13
215795,5,113,45,45,completed,0.2,107,10,13
215796,5,106,45,1,completed,0.2,104,10,13
215797,5,106,45,12,completed,0.2,104,10,13
215798,5,105,45,23,completed,0.2,104,10,13
215799,5,105,45,34,completed,0.2,104,10,13
215800,5,105,45,45,completed,0.2,104,10,13
215801,5,113,45,1,completed,0.2,103,10,13
215802,5,112,45,12,completed,0.2,103,10,13
215803,5,111,45,23,completed,0.2,103,10,13
215804,5,110,45,34,completed,0.2,103,10,13
215805,5,109,45,45,completed,0.2,103,10,13
215806,5,116,45,1,completed,0.2,105,10,13
215807,5,115,45,12,completed,0.2,105,10,13
215808,5,114,45,23,completed,0.2,105,10,13
215809,5,113,45,34,completed,0.2,105,10,13
215810,5,112,45,45,completed,0.2,105,10,13
215811,1,105,45,1,completed,0.3,108,10,13
215812,1,105,45,12,completed,0.3,108,10,13
215813,1,104,45,23,completed,0.3,108,10,13
215814,1,104,45,34,completed,0.3,108,10,13
215815,1,103,45,45,completed,0.3,108,10,13
215816,1,104,45,1,completed,0.3,106,10,13
215817,1,104,45,12,completed,0.3,106,10,13
215818,1,103,45,23,completed,0.3,106,10,13
215819,1,103,45,34,completed,0.3,106,10,13
215820,1,103,45,45,completed,0.3,106,10,13
215821,1,116,45,1,completed,0.3,107,10,13
215822,1,115,45,12,completed,0.3,107,10,13
215823,1,114,45,23,completed,0.3,107,10,13
215824,1,113,45,34,completed,0.3,107,10,13
215825,1,111,45,45,completed,0.3,107,10,13
215826,1,105,45,1,completed,0.3,104,10,13
215827,1,105,45,12,completed,0.3,104,10,13
215828,1,104,45,23,completed,0.3,104,10,13
215829,1,104,45,34,completed,0.3,104,10,13
215830,1,103,45,45,completed,0.3,104,10,13
215831,1,112,45,1,completed,0.3,103,10,13
215832,1,111,45,12,completed,0.3,103,10,13
215833,1,110,45,23,completed,0.3,103,10,13
215834,1,109,45,34,completed,0.3,103,10,13
215835,1,108,45,45,completed,0.3,103,10,13
215836,1,115,45,1,completed,0.3,105,10,13
215837,1,114,45,12,completed,0.3,105,10,13
215838,1,113,45,23,completed,0.3,105,10,13
215839,1,111,45,34,completed,0.3,105,10,13
215840,1,110,45,45,completed,0.3,105,10,13
215841,2,106,45,1,completed,0.3,108,10,13
215842,2,105,45,12,completed,0.3,108,10,13
215843,2,105,45,23,completed,0.3,108,10,13
215844,2,104,45,34,completed,0.3,108,10,13
215845,2,103,45,45,completed,0.3,108,10,13
215846,2,105,45,1,completed,0.3,106,10,13
215847,2,104,45,12,completed,0.3,106,10,13
215848,2,104,45,23,completed,0.3,106,10,13
215849,2,103,45,34,completed,0.3,106,10,13
215850,2,103,45,45,completed,0.3,106,10,13
215851,2,117,45,1,completed,0.3,107,10,13
215852,2,116,45,12,completed,0.3,107,10,13
215853,2,115,45,23,completed,0.3,107,10,13
215854,2,113,45,34,completed,0.3,107,10,13
215855,2,112,45,45,completed,0.3,107,10,13
215856,2,106,45,1,completed,0.3,104,10,13
215857,2,105,45,12,completed,0.3,104,10,13
215858,2,105,45,23,completed,0.3,104,10,13
215859,2,104,45,34,completed,0.3,104,10,13
215860,2,104,45,45,completed,0.3,104,10,13
215861,2,113,45,1,completed,0.3,103,10,13
215862,2,112,45,12,completed,0.3,103,10,13
215863,2,111,45,23,completed,0.3,103,10,13
215864,2,109,45,34,completed,0.3,103,10,13
215865,2,108,45,45,completed,0.3,103,10,13
215866,2,116,45,1,completed,0.3,105,10,13
215867,2,115,45,12,completed,0.3,105,10,13
215868,2,114,45,23,completed,0.3,105,10,13
215869,2,112,45,34,completed,0.3,105,10,13
215870,2,111,45,45,completed,0.3,105,10,14
215871,3,106,45,1,completed,0.3,108,10,14
215872,3,106,45,12,completed,0.3,108,10,14
215873,3,105,45,23,completed,0.3,108,10,14
215874,3,105,45,34,completed,0.3,108,10,14
215875,3,104,45,45,completed,0.3,108,10,14
215876,3,105,45,1,completed,0.3,106,10,14
215877,3,105,45,12,completed,0.3,106,10,14
215878,3,104,45,23,completed,0.3,106,10,14
215879,3,104,45,34,completed,0.3,106,10,14
215880,3,104,45,45,completed,0.3,106,10,14
215881,3,119,45,1,completed,0.3,107,10,14
215882,3,118,45,12,completed,0.3,107,10,14
215883,3,117,45,23,completed,0.3,107,10,14
215884,3,115,45,34,completed,0.3,107,10,14
215885,3,114,45,45,completed,0.3,107,10,14
215886,3,106,45,1,completed,0.3,104,10,14
215887,3,106,45,12,completed,0.3,104,10,14
215888,3,105,45,23,completed,0.3,104,10,14
215889,3,105,45,34,completed,0.3,104,10,14
215890,3,104,45,45,completed,0.3,104,10,14
215891,3,114,45,1,completed,0.3,103,10,14
215892,3,113,45,12,completed,0.3,103,10,14
215893,3,112,45,23,completed,0.3,103,10,14
215894,3,111,45,34,completed,0.3,103,10,14
215895,3,109,45,45,completed,0.3,103,10,14
215896,3,118,45,1,completed,0.3,105,10,14
215897,3,117,45,12,completed,0.3,105,10,14
215898,3,115,45,23,completed,0.3,105,10,14
215899,3,114,45,34,completed,0.3,105,10,14
215900,3,113,45,45,completed,0.3,105,10,14
215901,4,107,45,1,completed,0.3,108,10,14
215902,4,106,45,12,completed,0.3,108,10,14
215903,4,106,45,23,completed,0.3,108,10,14
215904,4,105,45,34,completed,0.3,108,10,14
215905,4,105,45,45,completed,0.3,108,10,14
215906,4,106,45,1,completed,0.3,106,10,14
215907,4,106,45,12,completed,0.3,106,10,14
215908,4,105,45,23,completed,0.3,106,10,14
215909,4,105,45,34,completed,0.3,106,10,14
215910,4,104,45,45,completed,0.3,106,10,14
215911,4,121,45,1,completed,0.3,107,10,14
215912,4,120,45,12,completed,0.3,107,10,14
215913,4,119,45,23,completed,0.3,107,10,14
215914,4,117,45,34,completed,0.3,107,10,14
215915,4,116,45,45,completed,0.3,107,10,14
215916,4,107,45,1,completed,0.3,104,10,14
215917,4,106,45,12,completed,0.3,104,10,14
215918,4,106,45,23,completed,0.3,104,10,14
215919,4,105,45,34,completed,0.3,104,10,14
215920,4,105,45,45,completed,0.3,104,10,14
215921,4,115,45,1,completed,0.3,103,10,14
215922,4,114,45,12,completed,0.3,103,10,14
215923,4,113,45,23,completed,0.3,103,10,14
215924,4,112,45,34,completed,0.3,103,10,14
215925,4,111,45,45,completed,0.3,103,10,14
215926,4,120,45,1,completed,0.3,105,10,14
215927,4,118,45,12,completed,0.3,105,10,14
215928,4,117,45,23,completed,0.3,105,10,14
215929,4,116,45,34,completed,0.3,105,10,14
215930,4,114,45,45,completed,0.3,105,10,14
215931,5,108,45,1,completed,0.3,108,10,14
215932,5,107,45,12,completed,0.3,108,10,14
215933,5,107,45,23,completed,0.3,108,10,14
215934,5,106,45,34,completed,0.3,108,10,14
215935,5,106,45,45,completed,0.3,108,10,14
215936,5,107,45,1,completed,0.3,106,10,14
215937,5,106,45,12,completed,0.3,106,10,14
215938,5,106,45,23,completed,0.3,106,10,14
215939,5,106,45,34,completed,0.3,106,10,14
215940,5,105,45,45,completed,0.3,106,10,14
215941,5,123,45,1,completed,0.3,107,10,14
215942,5,122,45,12,completed,0.3,107,10,14
215943,5,120,45,23,completed,0.3,107,10,14
215944,5,119,45,34,completed,0.3,107,10,14
215945,5,117,45,45,completed,0.3,107,10,14
215946,5,108,45,1,completed,0.3,104,10,14
215947,5,107,45,12,completed,0.3,104,10,14
215948,5,107,45,23,completed,0.3,104,10,14
215949,5,106,45,34,completed,0.3,104,10,14
215950,5,106,45,45,completed,0.3,104,10,14
215951,5,117,45,1,completed,0.3,103,10,14
215952,5,116,45,12,completed,0.3,103,10,14
215953,5,114,45,23,completed,0.3,103,10,14
215954,5,113,45,34,completed,0.3,103,10,14
215955,5,112,45,45,completed,0.3,103,10,14
215956,5,121,45,1,completed,0.3,105,10,14
215957,5,120,45,12,completed,0.3,105,10,14
215958,5,119,45,23,completed,0.3,105,10,14
215959,5,117,45,34,completed,0.3,105,10,14
215960,5,116,45,45,completed,0.3,105,10,14
215961,1,106,45,1,completed,0.4,108,10,14
215962,1,106,45,12,completed,0.4,108,10,14
215963,1,105,45,23,completed,0.4,108,10,14
215964,1,104,45,34,completed,0.4,108,10,14
215965,1,104,45,45,completed,0.4,108,10,14
215966,1,105,45,1,completed,0.4,106,10,14
215967,1,105,45,12,completed,0.4,106,10,14
215968,1,104,45,23,completed,0.4,106,10,14
215969,1,104,45,34,completed,0.4,106,10,14
215970,1,103,45,45,completed,0.4,106,10,14
215971,1,120,45,1,completed,0.4,107,10,14
215972,1,119,45,12,completed,0.4,107,10,14
215973,1,117,45,23,completed,0.4,107,10,14
215974,1,116,45,34,completed,0.4,107,10,14
215975,1,115,45,45,completed,0.4,107,10,14
215976,1,106,45,1,completed,0.4,104,10,14
215977,1,106,45,12,completed,0.4,104,10,14
215978,1,105,45,23,completed,0.4,104,10,14
215979,1,104,45,34,completed,0.4,104,10,14
215980,1,104,45,45,completed,0.4,104,10,14
215981,1,115,45,1,completed,0.4,103,10,14
215982,1,114,45,12,completed,0.4,103,10,14
215983,1,113,45,23,completed,0.4,103,10,14
215984,1,111,45,34,completed,0.4,103,10,14
215985,1,110,45,45,completed,0.4,103,10,14
215986,1,118,45,1,completed,0.4,105,10,14
215987,1,117,45,12,completed,0.4,105,10,14
215988,1,116,45,23,completed,0.4,105,10,14
215989,1,115,45,34,completed,0.4,105,10,14
215990,1,113,45,45,completed,0.4,105,10,15
215991,2,107,45,1,completed,0.4,108,10,15
215992,2,106,45,12,completed,0.4,108,10,15
215993,2,106,45,23,completed,0.4,108,10,15
215994,2,105,45,34,completed,0.4,108,10,15
215995,2,104,45,45,completed,0.4,108,10,15
215996,2,106,45,1,completed,0.4,106,10,15
215997,2,105,45,12,completed,0.4,106,10,15
215998,2,105,45,23,completed,0.4,106,10,15
215999,2,104,45,34,completed,0.4,106,10,15
216000,2,104,45,45,completed,0.4,106,10,15
216001,2,121,45,1,completed,0.4,107,10,15
216002,2,120,45,12,completed,0.4,107,10,15
216003,2,119,45,23,completed,0.4,107,10,15
216004,2,117,45,34,completed,0.4,107,10,15
216005,2,116,45,45,completed,0.4,107,10,15
216006,2,107,45,1,completed,0.4,104,10,15
216007,2,106,45,12,completed,0.4,104,10,15
216008,2,106,45,23,completed,0.4,104,10,15
216009,2,105,45,34,completed,0.4,104,10,15
216010,2,104,45,45,completed,0.4,104,10,15
216011,2,116,45,1,completed,0.4,103,10,15
216012,2,114,45,12,completed,0.4,103,10,15
216013,2,113,45,23,completed,0.4,103,10,15
216014,2,112,45,34,completed,0.4,103,10,15
216015,2,111,45,45,completed,0.4,103,10,15
216016,2,120,45,1,completed,0.4,105,10,15
216017,2,118,45,12,completed,0.4,105,10,15
216018,2,117,45,23,completed,0.4,105,10,15
216019,2,116,45,34,completed,0.4,105,10,15
216020,2,114,45,45,completed,0.4,105,10,15
216021,3,108,45,1,completed,0.4,108,10,15
216022,3,107,45,12,completed,0.4,108,10,15
216023,3,106,45,23,completed,0.4,108,10,15
216024,3,106,45,34,completed,0.4,108,10,15
216025,3,105,45,45,completed,0.4,108,10,15
216026,3,106,45,1,completed,0.4,106,10,15
216027,3,106,45,12,completed,0.4,106,10,15
216028,3,105,45,23,completed,0.4,106,10,15
216029,3,105,45,34,completed,0.4,106,10,15
216030,3,104,45,45,completed,0.4,106,10,15
216031,3,124,45,1,completed,0.4,107,10,15
216032,3,122,45,12,completed,0.4,107,10,15
216033,3,121,45,23,completed,0.4,107,10,15
216034,3,119,45,34,completed,0.4,107,10,15
216035,3,118,45,45,completed,0.4,107,10,15
216036,3,108,45,1,completed,0.4,104,10,15
216037,3,107,45,12,completed,0.4,104,10,15
216038,3,106,45,23,completed,0.4,104,10,15
216039,3,106,45,34,completed,0.4,104,10,15
216040,3,105,45,45,completed,0.4,104,10,15
